id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3267902,Rental unit in Chicago · ★4.92 · 1 bedroom · 3 beds · 1 bath,2676165,Richard,NA,Edgewater,41.98908,-87.66697,Entire home/apt,89,2,372,2023-12-04,3.21,1,304,44,R23000104940
1321332,Home in Chicago · ★4.84 · 4 bedrooms · 11 beds · 3.5 baths,946954,Jeff,NA,Lincoln Park,41.93089,-87.66946,Entire home/apt,761,2,113,2023-10-26,0.91,1,344,6,2262746
3292054,Home in Chicago · ★4.95 · 3 bedrooms · 4 beds · 3 baths,5960265,Courtney And Garrett,NA,Lake View,41.94278,-87.65621,Entire home/apt,263,2,248,2023-12-03,2.16,2,0,34,R23000105796
1356190,Home in Chicago · ★4.97 · 1 bedroom · 1 bed · 1 private bath,3069675,Gabrielle,NA,Logan Square,41.91984,-87.68962,Private room,90,3,425,2023-11-07,3.4,1,0,41,R17000015398
1361421,Hostel in Chicago · ★4.43 · 1 bedroom · 1 bed · 11 shared baths,7391164,Wrigley Hostel,NA,Lake View,41.9459,-87.65461,Private room,120,32,40,2021-05-23,0.33,5,303,0,R20000058693
1392594,Home in Chicago · ★4.62 · 3 bedrooms · 3 beds · 2 baths,7528098,Eileen,NA,Uptown,41.96909,-87.67407,Entire home/apt,175,4,30,2023-10-14,0.24,1,273,3,R22000079042
3308694,Rental unit in Chicago · ★4.88 · 2 bedrooms · 3 beds · 1 bath,16707041,Matthew,NA,Near West Side,41.88711,-87.6438,Entire home/apt,299,2,114,2023-11-26,1.29,2,0,16,R21000072734
1417110,Condo in Chicago · 2 bedrooms · 2 beds · 1 bath,7622794,Leah,NA,Uptown,41.97516,-87.67227,Entire home/apt,NA,32,0,NA,NA,1,0,0,NA
3385966,Rental unit in Chicago · ★4.80 · 2 bedrooms · 2 beds · 2 baths,9995028,Chad,NA,Lake View,41.93594,-87.66953,Entire home/apt,178,32,190,2023-11-11,1.81,1,139,4,C17000006773
3962072,Loft in Chicago · ★4.76 · 2 bedrooms · 2 beds · 1 bath,20528154,Gabriela,NA,Near West Side,41.88503,-87.68664,Entire home/apt,92,3,128,2023-10-14,1.13,1,365,15,R22000092133
3434136,Rental unit in Chicago · ★4.88 · 1 bedroom · 1 bed · 1 bath,17217012,Janet,NA,Lake View,41.94159,-87.65099,Private room,75,32,177,2023-07-05,1.54,1,0,8,R17000013279
3445991,Home in Chicago · ★4.17 · 1 bedroom · 1 bed · 1 shared bath,13389580,Ed,NA,Dunning,41.94418,-87.79895,Private room,35,32,6,2022-04-20,0.05,2,89,0,City registration pending
3979385,Home in Chicago · ★4.89 · 2 bedrooms · 2 beds · 1 bath,20624213,Karen,NA,Uptown,41.95669,-87.64847,Entire home/apt,140,2,327,2023-11-25,2.89,1,245,20,R19000047696
3979425,Condo in Chicago · ★5.0 · 1 bedroom · 2 beds · 2.5 baths,20624315,Molly,NA,West Town,41.9011,-87.69184,Entire home/apt,NA,32,3,2017-07-17,0.03,1,0,0,City registration pending
4051574,Rental unit in Chicago · ★4.71 · 2 bedrooms · 2 beds · 1 private bath,21009309,Joshua,NA,Lake View,41.9391,-87.64573,Private room,NA,32,21,2018-08-13,0.21,2,0,0,City registration pending
3453656,Condo in Chicago · ★4.98 · 1 bedroom · 1 bed · 1 private bath,17405364,Jennifer,NA,Rogers Park,42.00146,-87.66982,Private room,75,10,41,2023-05-24,0.4,3,166,2,R21000073244
3485081,Guest suite in Chicago · ★4.49 · Studio · 1 bed · 1 bath,11848299,Anton,NA,West Town,41.90788,-87.68075,Private room,NA,32,178,2021-10-12,1.55,2,0,0,R17000014102
4051584,Rental unit in Chicago · ★4.86 · 2 bedrooms · 2 beds · 2 baths,21009309,Joshua,NA,Lake View,41.94047,-87.64578,Entire home/apt,NA,32,29,2019-12-01,0.26,2,0,0,City registration pending
4067870,Home in Chicago · ★4.81 · 1 bedroom · 1 bed · 1.5 shared baths,1559157,Amanda,NA,Lower West Side,41.84828,-87.68021,Private room,82,2,134,2023-10-22,1.23,3,260,18,R20000054162
4075630,Rental unit in Chicago · ★4.87 · 1 bedroom · 2 beds · 1 bath,16864162,Brittany,NA,West Town,41.90384,-87.66765,Entire home/apt,NA,32,337,2022-08-21,3.02,1,0,0,R21000073879
3517984,Rental unit in Chicago · ★4.96 · 1 bedroom · 1 bed · 1 private bath,11294056,Amanda,NA,Hyde Park,41.79963,-87.59186,Private room,75,1,420,2023-12-08,3.69,1,32,51,R17000015187
3570616,Rental unit in Chicago · ★4.74 · 1 bedroom · 2 beds · 1 bath,3920450,Vas,NA,Logan Square,41.93047,-87.7196,Entire home/apt,75,32,156,2023-10-29,1.36,4,132,5,NA
4083903,Rental unit in Chicago · ★5.0 · 2 bedrooms · 2 beds · 1 bath,21178487,Fatimah,NA,Grand Boulevard,41.80392,-87.6108,Entire home/apt,150,32,3,2020-03-01,0.06,1,89,0,R21000075485
3590692,Rental unit in Chicago · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,12955486,Luke & Ligia,NA,Edgewater,41.99103,-87.66166,Private room,49,20,46,2023-10-05,0.4,3,176,4,R18000034100
4096995,Rental unit in Chicago · ★4.61 · 1 bedroom · 3 beds · 1 shared bath,2880338,Elizabeth,NA,Uptown,41.96264,-87.67296,Private room,35,32,31,2023-07-04,0.28,2,180,5,R17000015627
4105283,Rental unit in Chicago · ★4.96 · 1 bedroom · 1 bed · 1 bath,18649856,Rachel,NA,Edgewater,41.99701,-87.66099,Entire home/apt,42,75,211,2023-09-15,1.88,1,214,6,R22000090276
3638744,Condo in Chicago · ★4.78 · 1 bedroom · 1 bed · 1 bath,837429,Petru,NA,Irving Park,41.95965,-87.72016,Entire home/apt,69,32,46,2022-12-01,0.41,1,107,0,R17000014762
4150121,Rental unit in Chicago · ★4.73 · 1 bedroom · 1 bed · 1 bath,2441500,Lisa,NA,Lake View,41.94987,-87.64611,Entire home/apt,115,2,478,2023-11-26,4.28,1,0,46,R23000103593
3639045,Guest suite in Chicago · ★4.40 · 1 bedroom · 2 beds · 1 bath,8607123,Grainne,NA,West Ridge,41.99595,-87.67545,Entire home/apt,65,32,5,2020-10-03,0.08,2,189,0,R17000015507
3666681,Rental unit in Chicago · ★4.92 · Studio · 1 bed · 1 bath,3965428,Rob,NA,Near North Side,41.88853,-87.63399,Entire home/apt,170,90,13,2019-09-11,0.11,72,365,0,City registration pending
4156913,Condo in Chicago · ★4.98 · 2 bedrooms · 2 beds · 2 baths,6874747,Brian,NA,Uptown,41.96705,-87.65772,Entire home/apt,157,2,179,2023-12-11,1.72,1,132,79,R22000081484
4214683,Rental unit in Chicago · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,21872907,Tamiz,NA,Irving Park,41.95107,-87.71005,Private room,60,2,153,2023-11-10,1.37,1,168,36,R22000091106
3696178,Condo in Chicago · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,18742622,Barbara,NA,Rogers Park,42.0222,-87.67226,Private room,68,2,72,2023-11-08,0.68,2,328,10,R23000109108
3742513,Rental unit in Chicago · ★4.78 · 1 bedroom · 1 bed · 2 shared baths,2907254,Joe,NA,West Ridge,42.0168,-87.68771,Shared room,28,1,156,2023-09-16,1.37,15,0,12,R21000075752
4227003,Condo in Chicago · ★4.83 · 1 bedroom · 2 beds · 1 bath,21937279,Claudia,NA,Loop,41.87346,-87.62843,Entire home/apt,139,3,40,2022-11-11,1.04,1,19,0,R20000057868
3761023,Home in Chicago · ★4.83 · 1 bedroom · 3 beds · 1 bath,14015437,Andrew &  Diane,NA,Bridgeport,41.83615,-87.64638,Entire home/apt,NA,3,78,2023-09-25,0.85,1,0,6,R23000105445
4243309,Condo in Chicago · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,21924626,Nathan,NA,Lake View,41.94124,-87.64941,Private room,83,1,375,2023-12-03,3.42,2,313,28,R22000091244
3783533,Rental unit in Chicago · ★4.87 · 2 bedrooms · 3 beds · 1 bath,19416379,Glenda,NA,Humboldt Park,41.898048,-87.702972,Entire home/apt,126,32,363,2023-10-09,3.22,1,179,18,R17000018703
4243905,Home in Chicago · ★4.94 · 2 bedrooms · 2 beds · 2 baths,22022871,Jill,NA,Logan Square,41.9254,-87.69753,Entire home/apt,250,7,53,2023-11-07,0.52,1,365,5,R23000095686
4257285,Condo in Chicago · ★4.96 · 2 bedrooms · 1 bed · 1 shared bath,2915265,Felice,NA,Edgewater,41.99632,-87.66385,Private room,65,3,71,2023-10-10,0.64,2,351,10,R22000091618
3792844,Condo in Chicago · ★5.0 · 1 bedroom · 2 beds · 1 private bath,19471032,Alberto,NA,Loop,41.877,-87.63055,Private room,55,32,9,2023-10-01,0.3,1,224,3,R21000074087
4335812,Townhouse in Chicago · ★4.83 · 1 bedroom · 1 bed · 1.5 baths,4010906,Bobbie,NA,Grand Boulevard,41.81793,-87.61291,Private room,95,5,12,2023-10-09,0.12,4,365,1,R23000106145
4365466,Rental unit in Chicago · ★4.76 · 1 bedroom · 1 bed · 2 shared baths,2907254,Joe,NA,West Ridge,42.01653,-87.68788,Shared room,28,1,111,2023-12-07,1,15,176,6,R21000075752
3809530,Rental unit in Chicago · ★4.98 · 1 bedroom · 1 bed · 1 bath,19578992,Laura,NA,West Town,41.90173,-87.67359,Entire home/apt,257,32,103,2023-10-09,0.91,3,364,1,R17000015699
4370895,Rental unit in Chicago · ★4.60 · 2 bedrooms · 3 beds · 1 bath,10691960,Kayla,NA,Near North Side,41.90487,-87.62747,Entire home/apt,225,32,96,2022-06-06,0.87,1,178,0,City registration pending
3811926,Home in Chicago · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,11231030,Erik,NA,West Lawn,41.78392,-87.72921,Private room,39,1,500,2023-11-30,4.39,2,0,45,R17000014945
3870522,Condo in Chicago · ★4.80 · 2 bedrooms · 3 beds · 1 bath,3771351,Dorie,NA,Uptown,41.97351,-87.66574,Entire home/apt,194,4,50,2023-06-26,0.46,1,0,4,R21000063111
4394093,Home in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 private bath,22810362,Anne,NA,Lake View,41.95518,-87.66999,Private room,100,3,36,2023-08-19,0.34,1,168,2,R20000058491
3897045,Condo in Chicago · ★4.59 · 1 bedroom · 1 bed · 1 bath,3843347,Andrea,NA,Near North Side,41.89637,-87.62726,Entire home/apt,98,32,37,2023-12-13,0.33,3,364,1,City registration pending
4417718,Rental unit in Chicago · ★4.87 · 1 bedroom · 1 bed · 1 private bath,1096941,Angela,NA,Irving Park,41.96114,-87.70514,Private room,50,25,23,2023-08-19,0.21,1,309,4,R18000036419
3946324,Home in Chicago · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,20449664,John,NA,Dunning,41.94306,-87.79432,Private room,95,3,30,2023-08-22,0.27,4,89,4,R22000090510
4457161,Rental unit in Chicago · ★4.98 · 3 bedrooms · 3 beds · 1 bath,23128169,Jeanne,NA,North Center,41.95931,-87.67795,Entire home/apt,199,2,89,2023-09-20,0.81,1,266,9,R17000018685
3951336,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,20130521,Kevin,NA,Near North Side,41.89874,-87.61862,Entire home/apt,NA,32,1,2021-07-18,0.03,1,0,0,City registration pending
3953322,Home in Chicago · ★4.80 · 3 bedrooms · 3 beds · 2.5 baths,20490917,Robert,NA,Lincoln Park,41.91374,-87.64014,Entire home/apt,109,1,183,2023-10-30,1.91,2,258,21,R21000070485
4484723,Rental unit in Chicago · ★4.86 · 1 bedroom · 1 bed · 1 bath,2153,Linda,NA,Near North Side,41.90317,-87.63392,Entire home/apt,NA,32,7,2023-06-25,0.08,12,0,1,R18000024411
6053269,Aparthotel in Chicago · ★4.85 · 2 bedrooms · 2 beds · 2 baths,24705990,Rick,NA,Uptown,41.97106,-87.66777,Private room,328,3,20,2021-08-01,0.19,11,268,0,2328618
4503414,Home in Chicago · ★4.55 · 1 bedroom · 1 bed · 0 shared baths,20059524,M2m.Management.Llc@Gmail.Com,NA,Armour Square,41.85565,-87.63322,Private room,33,32,11,2021-12-05,0.17,1,213,0,City registration pending
4567558,Rental unit in Chicago · ★4.64 · 2 bedrooms · 2 beds · 1 shared bath,2169532,Adam,NA,Irving Park,41.95501,-87.73814,Private room,107,32,131,2022-10-11,1.2,1,89,0,R21000061825
6057908,Rental unit in Chicago · ★4.83 · 2 bedrooms · 2 beds · 1 bath,31673,Cathy,NA,Lake View,41.93886,-87.65391,Entire home/apt,146,2,383,2023-12-03,3.68,1,321,53,R21000069919
6065318,Home in Chicago · ★4.95 · 1 bedroom · 3 beds · 1 private bath,20374823,Nick,NA,North Center,41.94815,-87.68459,Private room,69,2,492,2023-12-10,4.68,1,298,69,R21000073961
4592031,Townhouse in Chicago · ★4.96 · 2 bedrooms · 2 beds · 2 shared baths,23803571,Tomasso,NA,Uptown,41.96574,-87.65747,Private room,100,1,135,2023-10-02,1.62,1,153,19,R21000074243
4598631,Condo in Chicago · ★4.61 · 2 bedrooms · 6 beds · 2 baths,1649647,Bianca,NA,West Town,41.9116,-87.66693,Entire home/apt,128,32,307,2023-04-01,2.78,5,365,1,c
6086065,Rental unit in Chicago · ★4.96 · 2 bedrooms · 3 beds · 1 bath,27005011,Doug,NA,Logan Square,41.92428,-87.69222,Entire home/apt,77,32,82,2022-10-11,0.81,1,179,0,R18000033615
4632510,Rental unit in Chicago · ★4.79 · 2 bedrooms · 2 beds · 1 bath,1563534,Lizzie,NA,West Town,41.90376,-87.69556,Entire home/apt,93,32,161,2023-11-03,1.48,1,228,2,R18000028038
6103492,Rental unit in Chicago · ★4.63 · 2 bedrooms · 2 beds · 2 baths,31669178,Donna,NA,Portage Park,41.95993,-87.74773,Entire home/apt,59,32,16,2023-06-19,0.15,6,363,4,R18000024333
6133986,Loft in Chicago · ★4.67 · 2 bedrooms · 2 beds · 1 bath,4267791,Levar,NA,Near West Side,41.88796,-87.6445,Entire home/apt,279,32,45,2021-10-24,0.43,1,90,0,City registration pending
4644849,Rental unit in Chicago · ★4.82 · 2 bedrooms · 1 bed · 1 bath,24047255,Yana,NA,Uptown,41.95904,-87.64822,Entire home/apt,NA,2,77,2023-10-08,0.73,1,0,26,R22000076568
4662201,Loft in Chicago · ★4.86 · 1 bedroom · 2 beds · 1 private bath,24124115,Syed,NA,West Town,41.900188,-87.661751,Private room,100,32,28,2022-10-15,0.25,1,365,0,R21000072502
6153674,Rental unit in Chicago · ★4.73 · 3 bedrooms · 3 beds · 2 baths,683529,Joe,NA,North Center,41.94078,-87.68115,Entire home/apt,193,2,40,2023-10-01,0.43,23,365,5,2083762
4730797,Home in Chicago · ★4.83 · 1 bedroom · 2 beds · 1 shared bath,2892101,Justine,NA,Logan Square,41.92125,-87.70158,Private room,57,3,123,2023-11-25,1.16,2,154,15,R22000090201
6185638,Rental unit in Chicago · ★4.41 · 1 bedroom · 1 bed · 0 shared baths,12365760,Greg,NA,Avondale,41.94165,-87.71665,Private room,NA,32,153,2019-10-20,1.46,1,0,0,R17000015084
4731523,Home in Chicago · ★4.85 · 1 bedroom · 2 beds · 1 shared bath,2892101,Justine,NA,Logan Square,41.92286,-87.70154,Private room,53,3,80,2023-11-21,0.74,2,0,13,R22000090201
6232258,Rental unit in Chicago · ★4.65 · 2 bedrooms · 3 beds · 1 bath,32336500,Daniel,NA,Humboldt Park,41.908515,-87.709857,Entire home/apt,58,1,313,2023-10-31,2.99,2,0,20,R18000035557
4785815,Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,24671850,Kelly,NA,Lake View,41.94207,-87.64757,Entire home/apt,NA,32,65,2020-03-16,0.63,1,0,0,R20000054128
6288917,Home in Chicago · ★4.62 · 2 bedrooms · 3 beds · 1 private bath,20449664,John,NA,Dunning,41.94222259521485,-87.79497528076172,Private room,125,5,26,2023-06-26,0.29,4,269,4,R22000090510
4786970,Loft in Chicago · ★4.81 · 1 bedroom · 1 bed · 1.5 shared baths,24676863,William,NA,West Town,41.90992,-87.67521,Private room,119,32,69,2023-11-10,0.65,3,319,8,R19000051167
6363328,Rental unit in Chicago · ★4.83 · Studio · 1 bed · 1 bath,33154489,Sara,NA,Lincoln Square,41.96857,-87.69577,Entire home/apt,89,3,230,2023-11-25,2.26,1,350,30,R22000079565
4793938,Aparthotel in Chicago · ★4.93 · 2 bedrooms · 2 beds,24705990,Rick,NA,Uptown,41.97106,-87.66777,Hotel room,328,3,90,2023-08-20,0.84,11,272,11,2328618
4803582,Guesthouse in Chicago · ★4.76 · 1 bedroom · 1 bed · 1 bath,24267774,Barbara,NA,West Town,41.90596,-87.67569,Entire home/apt,135,32,155,2023-10-09,1.45,1,365,21,R17000013739
6365974,Bungalow in Chicago · ★4.79 · 2 bedrooms · 2 beds · 1 bath,31669178,Donna,NA,Hegewisch,41.65064,-87.54074,Entire home/apt,79,32,43,2023-11-12,0.41,6,179,2,R18000024333
4840199,Serviced apartment in Chicago · ★4.90 · 3 bedrooms · 3 beds · 2 baths,24705990,Rick,NA,Uptown,41.97095,-87.66798,Entire home/apt,429,3,30,2023-12-03,0.29,11,265,3,2328618
6374350,Townhouse in Chicago · ★4.95 · 1 bedroom · 1 bed · 1 private bath,6700231,Petra,NA,North Center,41.94812,-87.68333,Private room,79,2,190,2023-11-19,1.85,1,243,37,R17000015257
4840753,Boutique hotel in Chicago · ★4.97 · 1 bedroom · 2 beds · 1 shared bath,24705990,Rick,NA,Uptown,41.97106,-87.66777,Private room,260,3,38,2023-03-31,0.35,11,273,5,2328618
4852830,Condo in Chicago · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,597871,Matt,NA,Lincoln Park,41.91233,-87.65146,Private room,120,2,313,2023-10-29,2.92,1,0,31,R17000015165
6374890,Rental unit in Chicago · ★4.80 · 1 bedroom · 1 bed · 1 bath,33221491,Mary,NA,West Town,41.89972,-87.69722,Entire home/apt,119,32,66,2023-11-26,0.64,1,317,5,R21000073024
4872152,Rental unit in Chicago · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,21922655,Angelica,NA,West Town,41.90637,-87.68954,Private room,48,1,258,2023-12-01,2.4,3,58,19,R23000105355
4923963,Rental unit in Chicago · ★4.38 · 1 bedroom · 2 beds · 1 bath,23197213,Doral,NA,Grand Boulevard,41.80944,-87.61664,Entire home/apt,100,32,29,2022-08-27,0.3,2,365,0,R17000013470
6378085,Rental unit in Chicago · ★4.71 · 2 bedrooms · 3 beds · 1 bath,33245101,Rosa,NA,Irving Park,41.95185,-87.70459,Entire home/apt,115,2,86,2023-10-22,1.71,2,81,16,R19000051596
4925062,Home in Chicago · ★4.57 · 1 bedroom · 1 bed · 1 shared bath,25368785,Ellen,NA,Pullman,41.687,-87.6076,Private room,NA,32,7,2018-06-12,0.07,1,0,0,R20000053645
6386641,Rental unit in Chicago · ★4.94 · 2 bedrooms · 2 beds · 1 bath,214243,Sarah,NA,West Town,41.89224868090286,-87.67495972350929,Entire home/apt,126,2,18,2023-11-27,3.18,1,136,18,R23000101353
6396451,Condo in Chicago · ★4.92 · 2 bedrooms · 2 beds · 2 baths,33352393,Andrew,NA,Near West Side,41.86156,-87.64676,Entire home/apt,NA,32,25,2017-08-20,0.24,1,0,0,City registration pending
4930338,Condo in Chicago · ★4.67 · 1 bedroom · 1 bed · 1 bath,23197213,Doral,NA,Grand Boulevard,41.81214,-87.61328,Entire home/apt,146,32,24,2018-07-17,0.23,2,365,0,City registration pending
6419072,Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 2 baths,7430573,Melissa,NA,Irving Park,41.95533,-87.73082,Entire home/apt,NA,32,8,2017-10-14,0.09,1,0,0,City registration pending
5074013,Rental unit in Chicago · ★4.98 · 2 bedrooms · 2 beds · 1 bath,10209853,Tatiana & Roupen,NA,Near North Side,41.89295,-87.62217,Entire home/apt,275,2,354,2023-12-10,3.35,2,152,38,R21000071014
6423299,Rental unit in Chicago · ★4.91 · 3 bedrooms · 4 beds · 2 baths,5228189,Matthew,NA,West Town,41.8948,-87.65661,Entire home/apt,221,2,326,2023-12-03,3.13,24,353,25,2385047
6424931,Rental unit in Chicago · ★4.31 · 2 bedrooms · 2 beds · 1 bath,31669178,Donna,NA,Portage Park,41.95965,-87.74889,Entire home/apt,99,32,16,2023-05-21,0.15,6,364,2,R18000024333
5102125,Condo in Chicago · ★4.86 · 1 bedroom · 1 bed · 1.5 shared baths,10613587,Saurin,NA,West Town,41.89492,-87.65926,Private room,74,1,241,2023-11-06,2.61,5,180,37,R21000073001
6447131,Rental unit in Chicago · ★4.82 · 2 bedrooms · 2 beds · 2 baths,5640784,Dean,NA,Near North Side,41.8972,-87.63442,Entire home/apt,129,32,192,2022-06-15,1.85,2,180,0,R17000013633
5117490,Home in Chicago · ★4.92 · 1 bedroom · 1 bed · 2 baths,1407749,Vladimir,NA,West Town,41.89998,-87.69244,Private room,114,32,191,2023-10-10,1.78,1,179,3,R23000096790
6460914,Home in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,8759336,Patrice,NA,West Ridge,42.00651,-87.68432,Entire home/apt,NA,32,28,2019-12-29,0.27,1,0,0,R17000014391
5126218,Home in Chicago · ★5.0 · 3 bedrooms · 3 beds · 3 baths,13228002,Martha,NA,Logan Square,41.92026,-87.67979,Entire home/apt,175,32,6,2023-07-30,0.07,1,275,1,R17000014777
5185790,Condo in Chicago · 3 bedrooms · 4 beds · 3.5 baths,26819996,Jon,NA,West Town,41.8911,-87.66947,Entire home/apt,5000,32,0,NA,NA,1,364,0,City registration pending
6472628,Home in Chicago · ★4.78 · 1 bedroom · 1 bed · 1.5 shared baths,33813743,Zandra,NA,Lower West Side,41.84998,-87.67714,Private room,68,3,51,2023-08-06,0.49,2,362,2,R21000073252
5195252,Condo in Chicago · ★4.89 · 1 bedroom · 1 bed · 1 private bath,26874445,Sebastien,NA,West Town,41.90451,-87.67943,Private room,55,32,177,2022-12-05,1.74,2,0,0,R21000064479
6480445,Rental unit in Chicago · ★4.90 · 3 bedrooms · 3 beds · 1 bath,28172807,Sadie Rose And Patrick,NA,Avondale,41.93395,-87.71078,Entire home/apt,160,2,261,2023-12-03,2.84,1,0,40,R19000040422
6488146,Rental unit in Chicago · ★4.92 · 2 bedrooms · 2 beds · 2 baths,3965428,Rob,NA,Loop,41.88581,-87.61744,Entire home/apt,180,90,13,2022-09-30,0.13,72,365,0,City registration pending
5205377,Condo in Chicago · ★4.91 · 1 bedroom · 1 bed · 1 private bath,26874445,Sebastien,NA,West Town,41.90434,-87.67967,Private room,52,32,282,2023-10-29,2.64,2,191,32,R21000064479
6499322,Rental unit in Chicago · ★4.81 · 2 bedrooms · 2 beds · 1 bath,33870996,Yvonne,NA,Armour Square,41.84883,-87.63256,Entire home/apt,134,32,222,2023-11-23,2.14,3,90,10,R17000014027
5210927,Rental unit in Chicago · ★4.89 · 1 bedroom · 1 bed · 1 bath,8813383,Mindy + Tony,NA,West Town,41.89329,-87.68574,Entire home/apt,103,2,460,2023-12-07,4.36,3,177,47,R21000073802
5210931,Townhouse in Chicago · ★4.92 · 1 bedroom · 2 beds · 2 baths,26957265,Beth,NA,West Town,41.89053,-87.68084,Entire home/apt,179,30,73,2021-03-10,0.68,3,365,0,R18000034238
